id,url,image,name,time,serves,price,energy,fat,saturated_fat,sugar,salt
stuffed-baked-apples,https://www.asdagoodliving.co.uk/food/recipes/stuffed-baked-apples,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/843/stuffed-baked-apples__square.jpg,Stuffed baked apples,60 mins,4,63p per serving,275,3.7g,2g,54g,1151
stuffed-baked-potatoes,https://www.asdagoodliving.co.uk/food/recipes/stuffed-baked-potatoes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/365/stuffed-baked-potatoes__square.jpg,Stuffed baked potatoes,90 mins,4,£1.30 per serving,463,15g,7.7g,5.2g,1938
stuffed-butternut-squash,https://www.asdagoodliving.co.uk/food/recipes/stuffed-butternut-squash,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1207/stuffed-butternut-squash__square.jpg,Stuffed butternut squash,55 mins,4,£1.70 per serving,550,23g,4g,33g,2303
stuffed-chicken-breasts,https://www.asdagoodliving.co.uk/food/recipes/stuffed-chicken-breasts,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/716/stuffed-chicken-breasts__square.jpg,Stuffed chicken breasts,45 mins,4,£2.24 per serving,380,15.5g,5.5g,0.1g,1591
stuffed-courgettes,https://www.asdagoodliving.co.uk/food/recipes/stuffed-courgettes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1314/stuffed-courgette__square.jpg,Stuffed courgettes,70 mins,4,£1.79 per serving,324,13g,5.8g,7.1g,1357
stuffed-courgettes1,https://www.asdagoodliving.co.uk/food/recipes/stuffed-courgettes1,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1638/stuffed-courgettes__square.jpg,Stuffed courgettes,55 mins,4,90p per serving,280,16g,5.5g,5.2g,1172
stuffed-crumbed-portobellos,https://www.asdagoodliving.co.uk/food/recipes/stuffed-crumbed-portobellos,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/879/stuffed-crumbed-portobellos__square.jpg,"Stuffed, crumbed portobellos",30 mins,4,76p per serving,280,18g,8g,2g,1172
stuffed-mushrooms,https://www.asdagoodliving.co.uk/food/recipes/stuffed-mushrooms,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1397/stuffed-mushrooms__square.jpg,Stuffed mushrooms,30 mins,4,£1.73 per serving,358,25.8g,15.6g,2.3g,1499
stuffed-peppers,https://www.asdagoodliving.co.uk/food/recipes/stuffed-peppers,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1240/stuffed-peppers-recipe__square.jpg,Stuffed peppers,45 mins,4,£1.02 per serving,363,17g,4.6g,19.7g,1.93
stuffed-peppers1,https://www.asdagoodliving.co.uk/food/recipes/stuffed-peppers1,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/493/imageRecipeStuffedPeppers-2x__square.jpg,Stuffed peppers,45 mins,4,£2.12 per serving,464,10.7g,1.4g,22.4g,0.3
stuffed-pork-chops,https://www.asdagoodliving.co.uk/food/recipes/stuffed-pork-chops,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/196/stuffed-pork-chops__square.jpg,Stuffed pork chops,35 mins,4,£1.60 per serving,387,16.8g,5.5g,7.1g,1620
stuffed-sweet-potatoes,https://www.asdagoodliving.co.uk/food/recipes/stuffed-sweet-potatoes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/867/stuffed-sweet-potatoes__square.jpg,Stuffed sweet potatoes,85 mins,6,70p per serving,283,5.4g,2.6g,27g,1185
sugar-spiced-nuts,https://www.asdagoodliving.co.uk/food/recipes/sugar-spiced-nuts,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/556/imageRecipeSugarSpicedNuts-2x__square.jpg,Sugar-spiced nuts,60 mins,10,51p per serving,355,30.7g,4.2g,6.5g,1486
summer-beef-salad-with-horseradish-dressing,https://www.asdagoodliving.co.uk/food/recipes/summer-beef-salad-with-horseradish-dressing,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1349/summer-beef-salad-with-horseradish-dressing__square.jpg,Summer beef salad with horseradish dressing,45 mins,4,£3.40 per serving,405,23g,9.9g,6.8g,1696
summer-berry-eton-mess,https://www.asdagoodliving.co.uk/food/recipes/summer-berry-eton-mess,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1863/summer-berry-eton-mess__square.jpg,Summer berry Eton mess,30 mins,8,88p per serving,288,20.7g,11.7g,22.1g,0.01
summer-berry-ice-cream,https://www.asdagoodliving.co.uk/food/recipes/summer-berry-ice-cream,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1865/summer-berry-ice-cream__square.jpg,Summer berry ice cream,260 mins,10,80p per serving,264,15.4g,9.5g,26.9g,0.13
summer-fruit-pudding-with-basil,https://www.asdagoodliving.co.uk/food/recipes/summer-fruit-pudding-with-basil,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2840/summer-pudding__square.jpg,James Martin’s summer fruit pudding with basil,10 mins,4,£2.50 per serving,338,2.8g,0.0g,24.4g,0.94
summer-fruit-trifle,https://www.asdagoodliving.co.uk/food/recipes/summer-fruit-trifle,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1864/summer-fruit-trifle__square.jpg,Summer fruit trifle,85 mins,6,£1.18 per serving,400,24.4g,14.0g,31.8g,0.27
summer-jelly,https://www.asdagoodliving.co.uk/food/recipes/summer-jelly,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1858/summer-jelly__square.jpg,Summer jelly,210 mins,6,60p per serving,180,13.5g,8.3g,9.9g,0.02
summer-pasta,https://www.asdagoodliving.co.uk/food/recipes/summer-pasta,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/811/summer-pasta__square.jpg,Summer pasta,15 mins,4,£1.25 per serving,262,11.1g,2.5g,5.3g,1097
summer-puddings,https://www.asdagoodliving.co.uk/food/recipes/summer-puddings,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1639/summer-puddings__square.jpg,Summer puddings,480 mins,6,£1.55 per serving,381,2.8g,0.4g,30g,1595
summer-red-pepper-dip,https://www.asdagoodliving.co.uk/food/recipes/summer-red-pepper-dip,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4230/redpepperdip-web__square.jpg,Summer red pepper dip,45 mins,8,£0.65p per serving,102,2.9g,0.2g,7.1g,0.25
summer-slaw,https://www.asdagoodliving.co.uk/food/recipes/summer-slaw,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/733/summer-slaw__square.jpg,Summer ‘slaw,15 mins,8,45p per serving,112,6.9g,1.0g,0.2g,0.2
summer-turkey-stew,https://www.asdagoodliving.co.uk/food/recipes/summer-turkey-stew,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/295/summer-turkey-stew__square.jpg,Summer turkey stew,50 mins,4,£1.66 per serving,406,16.3g,2.9g,5.5g,1700
sundae-baked-alaska-recipe,https://www.asdagoodliving.co.uk/food/recipes/sundae-baked-alaska-recipe,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3141/baked-alaska-dessert-recipe__square.jpg,Sundae baked Alaska,60 mins,12,38p per serving,249,10g,6.1g,32.4g,0.17
sunny-med-filo-tarts,https://www.asdagoodliving.co.uk/food/recipes/sunny-med-filo-tarts,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4145/roasted-veg-filo-pastry-tart__square.jpg,Sunny Mediterranean filo tarts,45 mins,6,82p per serving,247,5.6g,1.1g,5.6g,0.54
super-salmon-and-red-pepper-curry,https://www.asdagoodliving.co.uk/food/recipes/super-salmon-and-red-pepper-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4475/thai-salmon-curry__square.jpg,Salmon and red pepper curry,20 mins,5,£1.86 per serving,450,15.9g,6.4g,3.5g,0.53
super-sticky-ribs-with-slaw,https://www.asdagoodliving.co.uk/food/recipes/super-sticky-ribs-with-slaw,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3975/sticky_ribs_with_slaw__square.jpg,Super-sticky ribs with slaw,240 mins,8,£1.72 per serving,328,17.6g,5.7g,20.1g,0.81
superbowl-biscuits,https://www.asdagoodliving.co.uk/food/recipes/superbowl-biscuits,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3819/superbowl-football-biscuits__square.jpg,Superbowl biscuits,140 mins,23,57p per serving,125,5.1g,3.1g,5.8g,0.25
swedish-meatballs,https://www.asdagoodliving.co.uk/food/recipes/swedish-meatballs,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/924/swedish-meatballs__square.jpg,Swedish meatballs,40 mins,4,£1.30 per serving,502,22g,8.6g,9g,2102
sweet-and-sticky-drumsticks,https://www.asdagoodliving.co.uk/food/recipes/sweet-and-sticky-drumsticks,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4240/sweet-and-sticky-drumsticks__square.jpg,Sweet and sticky drumsticks,75 mins,9,40p per serving,160,7.2g,1.8g,3.6g,0.47
sweet-chilli-prawn-stir-fry,https://www.asdagoodliving.co.uk/food/recipes/sweet-chilli-prawn-stir-fry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/269/prawn-stir-fry-recipe__square.jpg,Sweet chilli prawn stir-fry,15 mins,2,£3.54 per serving,574,20.9g,2.7g,23.6g,2403
sweet-chilli-prawns-with-vegetable-sticks,https://www.asdagoodliving.co.uk/food/recipes/sweet-chilli-prawns-with-vegetable-sticks,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1840/sweet-chilli-prawns-with-vegetable-sticks__square.jpg,Sweet chilli prawns with vegetable sticks,25 mins,4,£1.30 per serving,351,9.7g,1.2g,14.1g,3.23
sweet-chilli-salmon-pasta,https://www.asdagoodliving.co.uk/food/recipes/sweet-chilli-salmon-pasta,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/547/imageRecipeSweetChilliSalmonPasta-2x__square.jpg,Sweet chilli salmon pasta,30 mins,1,£2.40 per serving,686,21.4g,7.1g,9.4g,2872
sweet-chilli-sauce,https://www.asdagoodliving.co.uk/food/recipes/sweet-chilli-sauce,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1931/sweet-chilli-sauce__square.jpg,Sweet chilli sauce,45 mins,100,2p per serving,11,0.0g,0.0g,2.7g,0.00
sweet-muesli-muffins,https://www.asdagoodliving.co.uk/food/recipes/sweet-muesli-muffins,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2251/mothers_day_image_2__square.jpg,Sweet muesli muffins,30 mins,6,34p per serving,351,5.0g,1.6g,21.6g,0.68
sweet-pea-bean-salad,https://www.asdagoodliving.co.uk/food/recipes/sweet-pea-bean-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4020/pea_salad__square.jpg,Sweet pea & bean salad with a tangy drizzle,15 mins,6,62p per serving,52,2.4g,0.2g,1.7g,0.02
sweet-potato-bake,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-bake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/549/imageRecipeSweetPotatoBake-2x__square.jpg,Sweet potato bake,55 mins,4,89p per serving,410,16.8g,6g,17.9g,1717
sweet-potato-broccoli-gratin,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-broccoli-gratin,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/915/sweet-potato-broccoli-gratin__square.jpg,Sweet potato & broccoli gratin,60 mins,4,41p per serving,227,10.7g,6g,8g,950
sweet-potato-broccoli-quiche,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-broccoli-quiche,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1746/sweet-potato-broccoli-quiche__square.jpg,Sweet potato & broccoli quiche,60 mins,8,49p per serving,392,30.0g,14.0g,3.4g,0.48
sweet-potato-cakes-with-bulgur-salad,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-cakes-with-bulgur-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4447/sweetpotato_cakes__square.jpg,Sweet potato cakes with bulgur salad,70 mins,4,81p per serving,256,7.3g,1.2g,9.2g,0.09
sweet-potato-chicken-curry,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-chicken-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1665/sweet-potato-chicken-curry__square.jpg,Sweet potato & chicken curry,30 mins,4,£1.40 per serving,607,35.5g,17.3g,8.8g,2541
sweet-potato-chickpea-and-cauliflower-curry,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-chickpea-and-cauliflower-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4519/chick-pea-curry__square.jpg,"Sweet potato, chickpea and cauliflower curry",55 mins,4,58p per serving,444,6g,0.5g,9.2g,0.7
sweet-potato-chorizo-bites,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-chorizo-bites,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2470/sweet-potato--chorizo-bites__square.jpg,Sweet potato & chorizo bites,30 mins,8,31p per serving,134,6.6g,2.2g,3.6g,0.64
sweet-potato-chorizo-soup,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-chorizo-soup,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1762/sweet-potato-chorizo-soup__square.jpg,Sweet potato and chorizo soup,30 mins,4,85p per serving,372,22.0g,9.3g,14.0g,2.40
sweet-potato-corn-polenta-burgers-with-red-cabbage-slaw,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-corn-polenta-burgers-with-red-cabbage-slaw,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2688/sweet-potato-burgers__square.jpg,"Sweet potato, corn & polenta burgers with red cabbage slaw",60 mins,6,£1.07 per serving,259,4.2g,0.7g,5.7g,0.70
sweet-potato-fish-pie,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-fish-pie,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3700/fish-pie__square.jpg,Sweet potato topped fish pie,60 mins,2,£2.20 per serving,396,2.3g,0.9g,13.7g,0.91
sweet-potato-fries-with-avocado-dip,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-fries-with-avocado-dip,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3882/sweet_potato_fries_with_avocado_dip__square.jpg,Sweet potato fries with avocado dip,40 mins,6,78p per serving,271,15.5g,3.0g,7.1g,0.13
sweet-potato-ginger-cake,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-ginger-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1373/sweet-potato-ginger-cake__square.jpg,Sweet potato & ginger cake,140 mins,16,20p per serving,255,9.3g,2g,22.3g,0.37
sweet-potato-goats-cheese-salad,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-goats-cheese-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1704/sweet-potato-goats-cheese-salad__square.jpg,Sweet potato & goat’s cheese salad,40 mins,4,£1.72 per serving,484,28.1g,9.9g,19.4g,0.90
sweet-potato-jackets,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-jackets,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3503/potatoes__square.jpg,Twice-baked topped sweet potato,45 mins,4,89p per serving,298,7.4g,3.4g,11.9g,0.57
sweet-potato-quinoa-cannellini-bean-cakes,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-quinoa-cannellini-bean-cakes,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1377/sweet-potato-quinoa-cannellini-bean-cakes__square.jpg,"Sweet potato, quinoa & cannellini bean cakes",60 mins,4,£1.02 per serving,344,9.7g,1.9g,11.2g,1440
sweet-potato-spinach-curry,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-spinach-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1024/sweet-potato-and-spinach-curry__square.jpg,Sweet potato & spinach curry,30 mins,4,£1.19 per serving,336,16g,7.1g,12.6g,1407
sweet-potato-spinach-feta-quiche,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-spinach-feta-quiche,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2234/sweet-potato-spinach-quiche__square.jpg,"Sweet potato, spinach and feta quiche",65 mins,6,59p per serving,430,25.9g,9.8g,6.0g,0.80
sweet-potato-wedges-with-a-herby-dip,https://www.asdagoodliving.co.uk/food/recipes/sweet-potato-wedges-with-a-herby-dip,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/327/sweet-potato-wedges-herby-dip__square.jpg,Sweet potato wedges with a herby dip,45 mins,4,40p per serving,393,22.8g,2.9g,11.9g,1645
sweet-shortcrust-pastry-for-mince-pies,https://www.asdagoodliving.co.uk/food/recipes/sweet-shortcrust-pastry-for-mince-pies,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/551/imageRecipeSweetShortcrustPastry-2x__square.jpg,Sweet shortcrust pastry for mince pies,80 mins,28,14p per serving,168,9.8g,5.2g,5.4g,703
sweet-sour-chicken,https://www.asdagoodliving.co.uk/food/recipes/sweet-sour-chicken,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/262/imageRecipeSweetSourChicken-2x__square.jpg,Sweet & sour chicken,35 mins,4,£1.74 per serving,460,8.9g,1.5g,25.5g,1926
sweet-sour-chicken-with-rice,https://www.asdagoodliving.co.uk/food/recipes/sweet-sour-chicken-with-rice,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1550/sweet-sour-chicken-with-rice__square.jpg,Sweet & sour chicken with rice,35 mins,4,£2.10 per serving,622,10g,2.2g,24g,2604
sweet-sour-pork,https://www.asdagoodliving.co.uk/food/recipes/sweet-sour-pork,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1878/sweet-sour-pork__square.jpg,Sweet & sour pork,40 mins,4,£2.08 per serving,399,17.9g,4.1g,15.5g,1.01
sweet-sour-turkey,https://www.asdagoodliving.co.uk/food/recipes/sweet-sour-turkey,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1615/sweet-sour-turkey__square.jpg,Sweet & sour turkey,30 mins,4,£1.66 per serving,502,11.3g,2g,22g,2102
sweet-soy-salmon,https://www.asdagoodliving.co.uk/food/recipes/sweet-soy-salmon,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1627/sweet-soy-salmon__square.jpg,Sweet soy salmon,40 mins,6,90p per serving,278,17g,2.6g,11g,1164
sweetcorn-cakes-with-avocado-salsa,https://www.asdagoodliving.co.uk/food/recipes/sweetcorn-cakes-with-avocado-salsa,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/289/imageRecipeSweetcornCakesAvocadoSalsa-2x__square.jpg,Sweetcorn cakes with avocado salsa,30 mins,4,£1.15 per serving,463,28.1g,8g,8.5g,1938
sweetcorn-chicken-samosas,https://www.asdagoodliving.co.uk/food/recipes/sweetcorn-chicken-samosas,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/773/sweetcorn-chicken-samosas__square.jpg,Sweetcorn & chicken samosas,60 mins,12,52p per serving,197,5.8g,1.6g,9.2g,825
sweetcorn-chowder-with-gammon,https://www.asdagoodliving.co.uk/food/recipes/sweetcorn-chowder-with-gammon,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/775/sweetcorn-chowder-with-gammon__square.jpg,Sweetcorn chowder with gammon,45 mins,4,£1.03 per serving,384,17g,5.6g,9g,1608
sweetcorn-fritters-with-bacon,https://www.asdagoodliving.co.uk/food/recipes/sweetcorn-fritters-with-bacon,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1436/sweetcorn-bacon-fritters__square.jpg,Sweetcorn fritters with bacon,30 mins,4,£1.15 per serving,467,23.9g,6.6g,7g,1955
sweetcorn-relish,https://www.asdagoodliving.co.uk/food/recipes/sweetcorn-relish,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1628/sweetcorn-relish__square.jpg,Sweetcorn relish,20 mins,6,15p per serving,76,0.6g,0g,7.9g,318
sweetcorn-watercress-muffins,https://www.asdagoodliving.co.uk/food/recipes/sweetcorn-watercress-muffins,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/774/sweetcorn-watercress-muffins__square.jpg,Sweetcorn & watercress muffins,35 mins,12,60p per serving,246,13g,7.6g,1.5g,1030
sweetie-cake,https://www.asdagoodliving.co.uk/food/recipes/sweetie-cake,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/494/imageRecipeSweetieCake-2x__square.jpg,Sweetie cake,120 mins,24,28p per serving,385,21.2g,12.6g,33.4g,1612
tabbouleh,https://www.asdagoodliving.co.uk/food/recipes/tabbouleh,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1519/tabbouleh__square.jpg,Tabbouleh,40 mins,4,98p per serving,176,11.7g,1.6g,3.8g,737
tacos,https://www.asdagoodliving.co.uk/food/recipes/tacos,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/744/tacos__square.jpg,Tacos,40 mins,6,£1.48 per serving,286,15.3g,4.1g,6g,1197
tandoori-chicken-breast-with-mint-coriander-chutney,https://www.asdagoodliving.co.uk/food/recipes/tandoori-chicken-breast-with-mint-coriander-chutney,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/2010/tandoori-chicken-breast-mint-coriander-chutney__square.jpg,Tandoori chicken breast with mint & coriander chutney,150 mins,2,£2.84 per serving,368,8.2g,1.2g,7.1g,1541
tandoori-chicken-kebabs-with-tomato-cucumber-salad,https://www.asdagoodliving.co.uk/food/recipes/tandoori-chicken-kebabs-with-tomato-cucumber-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1008/tandoori-chicken-kebabs__square.jpg,Tandoori chicken kebabs with tomato & cucumber salad,35 mins,3,£1.44 per serving,68,2.8g,0.6g,1.1g,285
tandoori-style-lamb,https://www.asdagoodliving.co.uk/food/recipes/tandoori-style-lamb,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/218/imageRecipeTandooriStyleLamb-2x__square.jpg,Tandoori-style lamb,55 mins,4,£1.55 per serving,317,10.6g,3.9g,16.1g,1327
tangy-tomato-and-avocado-salad,https://www.asdagoodliving.co.uk/food/recipes/tangy-tomato-and-avocado-salad,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/4270/tomato-salad-web__square.jpg,Tangy tomato and avocado salad,20 mins,4,98p per serving,226,17.3g,4.5g,7.2g,0.60
tarte-tatin-with-brandy-cream,https://www.asdagoodliving.co.uk/food/recipes/tarte-tatin-with-brandy-cream,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3940/tarte_tatin_with_brandy_cream__square.jpg,Tarte tatin with brandy cream,75 mins,22,26p per serving,154,9.9g,5.8g,7.9g,0.15
tasty-cheesy-wholemeal-scones,https://www.asdagoodliving.co.uk/food/recipes/tasty-cheesy-wholemeal-scones,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/1012/tasty-cheesy-wholemeal-scones__square.jpg,Tasty cheesy wholemeal scones,35 mins,8,14p per serving,192,9g,5g,1.5g,804
tasty-turkey-and-kale-curry,https://www.asdagoodliving.co.uk/food/recipes/tasty-turkey-and-kale-curry,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/3208/turkey-kale-curry__square.jpg,Turkey and kale curry,30 mins,6,£1.55 per serving,420,9.2g,4.8g,3.1g,0.44
tea-bread,https://www.asdagoodliving.co.uk/food/recipes/tea-bread,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/816/tea-bread__square.jpg,Tea bread,90 mins,10,13p per serving,204,1.2g,0.2g,28g,854
team-flag-biscuits,https://www.asdagoodliving.co.uk/food/recipes/team-flag-biscuits,https://be35832fa5168a30acd6-5c7e0f2623ae37b4a933167fe83d71b5.ssl.cf3.rackcdn.com/763/team-flag-biscuits__square.jpg,Team flag biscuits,90 mins,18,16p per serving,213,6.2g,3.7g,29.9g,892
