,Ingredient,numTimes
10015,mozarella,1
10016,confident,1
10017,alpro,1
10018,vodka</strong>,1
10019,brine-pickled,1
10020,alfredo,1
10021,fiddly,1
10022,maytag,1
10023,rounds;,1
10024,reindeer,1
10025,cheeks</strong>,1
10026,carry,1
10027,saltpeter,1
10028,tagilatelle,1
10029,<strong>lemonade,1
10030,linguine<br,1
10031,finn,1
10032,banana-walnut,1
10033,top-shelf,1
10034,kho,1
10035,<em>ladolemono</em>,1
10036,<strong>hollandaise,1
10037,cheddar/double,1
10038,orange/grapefruit/citrus,1
10039,"href=""#honeymustardvinaigrette"">recipe",1
10040,<strong>fruit:</strong>,1
10041,orkney,1
10042,chocolate</li>,1
10043,frozne,1
10044,samuel,1
10045,angel-hair,1
10046,nouveau,1
10047,tapatio,1
10048,charnushka,1
10049,stockfish,1
10050,kick,1
10051,<strong>sambal,1
10052,idea,1
10053,pucks,1
10054,pressé,1
10055,nothing,1
10056,"href=""#goodforalmosteverything"">good",1
10057,aren’t,1
10058,tendon,1
10059,ventricles,1
10060,pieces<br,1
10061,on”,1
10062,pancakes</a>,1
10063,"href=""http://mikeshothoneycom/"">mikes",1
10064,fruit</strong>,1
10065,<em>fuerte</em>,1
10066,roasted-buckwheat,1
10067,pecans;,1
10068,crumpets,1
10069,yellow-tinted,1
10070,bake-it-fresh,1
10071,exact,1
10072,jinjiang,1
10073,chiffonades,1
10074,payne,1
10075,bokers,1
10076,dough</a>],1
10077,picture,1
10078,sangria</strong>:,1
10079,panetonne,1
10080,tend,1
10081,romesco</strong>,1
10082,blend*,1
10083,chashews,1
10084,cox’s,1
10085,writer,1
10086,streusel</em>,1
10087,each—you,1
10088,<strong>not</strong>,1
10089,half-n-half,1
10090,sunkist,1
10091,bentara,1
10092,harden!,1
10093,branches<a,1
10094,</strong>next,1
10095,alaskan,1
10096,pierogi,1
10097,karashi,1
10098,jus</a>,1
10099,chose,1
10100,concentrate</a>,1
10101,hamlin,1
10102,raclette,1
10103,zaatar:,1
10104,cattlemen’s,1
10105,steamfresh,1
10106,zap,1
10107,propane,1
10108,butterat,1
10109,dashi</strong>,1
10110,<strong>tabouli</strong>,1
10111,parts:,1
10112,madagascan,1
10113,edwards,1
10114,sound,1
10115,märzen,1
10116,<strong>ooey,1
10117,aji-amarillo,1
10118,pasta:</small>,1
10119,smash:,1
10120,weak,1
10121,goldings,1
10122,nasturtium,1
10123,cloudy,1
10124,reduced-,1
10125,passerby,1
10126,can;,1
10127,toy</em>;,1
10128,seemed,1
10129,two-,1
10130,do-si-dos,1
10131,semolina*,1
10132,taking,1
10133,these</a>,1
10134,birdseye,1
10135,garlic:,1
10136,extra</strong>,1
10137,ajices,1
10138,que,1
10139,ají</a>,1
10140,malteasers,1
10141,glue,1
10142,</strong>popsicle,1
10143,<strong>yorkshire,1
10144,rock-candy,1
10145,health-oriented,1
10146,lettuce;,1
10147,fleishers,1
10148,bake-dried,1
10149,seme,1
10150,blanc</em>,1
10151,<strong>cabbage:</strong>,1
10152,polly-o,1
10153,flambé:</strong>,1
10154,butterfied,1
10155,jug,1
10156,plums</strong>,1
10157,mealy,1
10158,soup</a></li>,1
10159,alcoholic,1
10160,morris,1
10161,sable</strong>,1
10162,pixie,1
10163,<strong>dumplings</strong>,1
10164,discs/wedges,1
10165,<strong>rhubarb,1
10166,<strong>chantilly,1
10167,cracks,1
10168,bertolli,1
10169,butterfiled,1
10170,vanila,1
10171,kefalograviera,1
10172,seven-spice,1
10173,filling:</em>,1
10174,freezer-cold,1
10175,sources,1
10176,unappetizing,1
10177,liberally,1
10178,tight,1
10179,shrimp</a>,1
10180,cheee,1
10181,cinnamon-sugar*,1
10182,underbaked,1
10183,sopa,1
10184,decorator,1
10185,seitan,1
10186,coarse-grind,1
10187,double-concentrate,1
10188,request®,1
10189,steak;,1
10190,fine-grind,1
10191,fillo,1
10192,pusser’s,1
10193,mugs,1
10194,<ul><li>pork,1
10195,dor,1
10196,lions,1
10197,pandanus,1
10198,"target=""_blank"">homemade</a>",1
10199,honey-ancho,1
10200,baja,1
10201,hard-shelled,1
10202,blender*,1
10203,leavesto,1
10204,serving</li></ul>,1
10205,jams!,1
10206,shortcakes</strong>,1
10207,tablespoonss,1
10208,pink-tinted,1
10209,gluten;,1
10210,"href=""http://bravetartcom/recipes/marshmallowsgf"">traditional</a>",1
10211,fancies,1
10212,spares,1
10213,tutti,1
10214,week,1
10215,temperature<a,1
10216,scraping,1
10217,<em>milk,1
10218,jimador,1
10219,lengthwise;,1
10220,aboug,1
10221,aloe,1
10222,ready-,1
10223,all!,1
10224,goes,1
10225,tiger-stripe,1
10226,sambal</a>,1
10227,<strong>glaze:</strong>,1
10228,brains,1
10229,nira,1
10230,mira,1
10231,dduk,1
10232,lard:</strong>,1
10233,<strong>heritage,1
10234,increased,1
10235,décor,1
10236,tenders</strong>,1
10237,twist</a>,1
10238,sunolive,1
10239,santa</em>,1
10240,perciatelli,1
10241,rod,1
10242,block;,1
10243,circular,1
10244,darkest,1
10245,favourites,1
10246,verte,1
10247,garlic-sesame-chili,1
10248,zests,1
10249,swirl</strong>,1
10250,don’,1
10251,"target=""_blank"">small",1
10252,<strong>choice,1
10253,limburger,1
10254,%],1
10255,"href=""http://wwwlouanacom/oilscfm"">louana</a>",1
10256,bind,1
10257,half-rack,1
10258,mouth,1
10259,<strong>deviled,1
10260,compressed,1
10261,mintto,1
10262,prferably,1
10263,kinf,1
10264,it…i,1
10265,flavourful,1
10266,rum;,1
10267,<strong>freeze-ins:</strong>,1
10268,niblets,1
10269,friendlys,1
10270,falafels,1
10271,veetee,1
10272,fresh-flat,1
10273,serano,1
10274,los,1
10275,neige,1
10276,</li><li>a,1
10277,parce,1
10278,**see,1
10279,toppers,1
10280,honey!,1
10281,doughnuts</strong>:,1
10282,you</strong>,1
10283,mesophilic,1
10284,gomasio,1
10285,<strong>clam,1
10286,time!,1
10287,better;,1
10288,"""what",1
10289,</strong></font>,1
10290,kolsch,1
10291,toasts:</strong>,1
10292,velveted,1
10293,spatula,1
10294,"""used""",1
10295,suace,1
10296,"href=""#sherbet"">recipe",1
10297,over;,1
10298,<strong>crêpes</strong>,1
10299,pains,1
10300,yougreat,1
10301,spices:,1
10302,fords,1
10303,schraml,1
10304,tuxedo,1
10305,aunti,1
10306,reagans,1
10307,baguette-style,1
10308,slat,1
10309,calamarata,1
10310,oi,1
10311,walker,1
10312,concentrate:</strong>,1
10313,omelet:</strong>,1
10314,</strong>place,1
10315,<strong>dip</strong>,1
10316,<strong>boozy,1
10317,<strong>macarons</strong>,1
10318,cold-smoked,1
10319,menu,1
10320,preparation,1
10321,slider-size,1
10322,choppedoptional,1
10323,fishcakes,1
10324,hell,1
10325,caperberry,1
10326,couscous!,1
10327,figs:</strong>,1
10328,pontarlier,1
10329,flaxmeal,1
10330,sesame-topped,1
10331,nudi</strong>,1
10332,<strong>remoulade,1
10333,negroni:</strong>,1
10334,"href=""#summershackcookbooktunasalad"">recipe",1
10335,"""drumettes""",1
10336,cilantro/fresh,1
10337,orange:,1
10338,dunn’s,1
10339,dunking:</strong>,1
10340,wontons,1
10341,ragù</a>,1
10342,brandy-flavored,1
10343,"""true""",1
10344,feather-like,1
10345,shredder,1
10346,mud,1
10347,<strong>marinade:</strong>,1
10348,<strong>turkish,1
10349,tomatooptional,1
10350,mixed-colour,1
10351,kallo,1
10352,garli,1
10353,trans-fat,1
10354,cheat,1
10355,<strong>dashi,1
10356,"href=""http://wwwwilliams-sonomacom/recipe/quick-chocolate-buttercream-frostinghtml"">chocolate",1
10357,spherification,1
10358,zets,1
10359,wraps:,1
10360,<strong>mise,1
10361,"href=""#blackolivesauce"">recipe",1
10362,"""second",1
10363,cylinder,1
10364,brick;,1
10365,fire</strong>:<a,1
10366,confectioner’ssugar,1
10367,misson,1
10368,sucree</a>,1
10369,crisps:</strong>,1
10370,clamshell,1
10371,marinating,1
10372,speyburn,1
10373,annunziata,1
10374,butter-flavored,1
10375,mirror,1
10376,cilantro-lime,1
10377,crumbs</b>,1
10378,chong,1
10379,marked,1
10380,aniversario,1
10381,pernigotti,1
10382,"href=""#stock"">white",1
10383,james,1
10384,opunces,1
10385,borracha,1
10386,gd,1
10387,crenshaw,1
10388,<strong>rich,1
10389,fair,1
10390,gap,1
10391,pear</strong>,1
10392,difference,1
10393,well-mixed,1
10394,wider,1
10395,lover,1
10396,tongs,1
10397,chardonnay,1
10398,sweetned,1
10399,produced,1
10400,granish,1
10401,"href=""#pastry"">recipe",1
10402,low-temperature,1
10403,berio,1
10404,apertivo,1
10405,eyeballs,1
10406,purged,1
10407,clearly,1
10408,discoloured,1
10409,bottom</strong>,1
10410,louis–cut,1
10411,babies,1
10412,faces,1
10413,tangerine-orange,1
10414,remoed,1
10415,kids,1
10416,factory-made,1
10417,"href=""http://enwikipediaorg/wiki/fish_sauce"">nam",1
10418,diet!,1
10419,worcestshire,1
10420,collar,1
10421,<strong>onion,1
10422,packages:</strong>,1
10423,bhoy,1
10424,bean-curd,1
10425,rainforest,1
10426,adluh,1
10427,micro-greens,1
10428,multigrain],1
10429,unslated,1
10430,"eugenia""",1
10431,marinate,1
10432,eight-slice,1
10433,crowning,1
10434,well-seasoned,1
10435,chang,1
10436,unhusked,1
10437,hamachi,1
10438,hines,1
10439,"href=""http://enwikipediaorg/wiki/strained_yoghurt"">strained",1
10440,hp,1
10441,conchigliette,1
10442,rinsed;,1
10443,squash</strong>:,1
10444,<strong>hops,1
10445,fibres,1
10446,borders,1
10447,lowlow,1
10448,<strong>&nbsp;</strong>,1
10449,room-,1
10450,"""petals""",1
10451,ngo,1
10452,quesadillas:</strong>,1
10453,tilda,1
10454,shalts,1
10455,angostura;,1
10456,not-too-thick,1
10457,<strong>brûlée,1
10458,mozzarella*,1
10459,<strong><final,1
10460,<strong>all-butter,1
10461,doneness,1
10462,buttermilk!,1
10463,choice;,1
10464,<strong>roly,1
10465,kalustyans,1
10466,"href=""#beans"">recipe",1
10467,cheese</i></small>,1
10468,chile–coconut,1
10469,triscuits,1
10470,blistered,1
10471,slippers,1
10472,<strong>gnudi</strong>,1
10473,pictures,1
10474,casa,1
10475,ramp</a>,1
10476,marash,1
10477,pizza:</strong>,1
10478,neufchatel,1
10479,bought--frontera,1
10480,br,1
10481,rises,1
10482,from-concentrate,1
10483,teasppon,1
10484,tollhouse,1
10485,skordalia:</strong>,1
10486,lo-fi,1
10487,chick-peas,1
10488,<em>zaatar</em>,1
10489,fashioned</strong>:,1
10490,parmesan</a>,1
10491,puti</a>,1
10492,uice,1
10493,breadmaking,1
10494,alongside</strong>,1
10495,katuobushi,1
10496,pancakes:,1
10497,fins,1
10498,blanc:,1
10499,wishbone,1
10500,ge,1
10501,nickel-sized,1
10502,dumplings</strong>:,1
10503,non-herbs,1
10504,mccormicks,1
10505,patron,1
10506,members,1
10507,surimi,1
10508,no-salt,1
10509,pitt,1
10510,cave-aged,1
10511,finish:,1
10512,pecorinio,1
10513,nerds,1
10514,<em>sunomono</em>,1
10515,shrimp-,1
10516,rind-off,1
10517,leg-and-thigh,1
10518,thomcord,1
10519,"""buttery""",1
10520,serrated,1
10521,brain,1
10522,spouts,1
10523,dauvergne,1
10524,autoroute,1
10525,oaxaca</em>,1
10526,nocellara,1
10527,ingredient,1
10528,pre-cook,1
10529,plum-cornmeal,1
10530,gril,1
10531,<strong>flavor,1
10532,crossover,1
10533,barn,1
10534,whitechapel,1
10535,brats:</strong>,1
10536,pound/,1
10537,topping;,1
10538,rhubab,1
10539,<strong>beef,1
10540,deviled,1
10541,harmed,1
10542,all’abruzzese:</strong>,1
10543,</strong>taste,1
10544,upper,1
10545,martinique,1
10546,slowly,1
10547,start:,1
10548,</strong>delicately,1
10549,crepes</strong>,1
10550,textural,1
10551,daron,1
10552,orders,1
10553,mexcal,1
10554,soak</strong>,1
10555,"href=""http://wwwseriouseatscom/tags/lasagna"">lasagna</a>",1
10556,quarters:,1
10557,frosting:</small>,1
10558,garnishes</strong>:,1
10559,gentiane,1
10560,pla</em>,1
10561,"""crab",1
10562,“seven,1
10563,jambrown,1
10564,rewrap,1
10565,anglaise</strong>:,1
10566,</li><li>sweet-and-tangy,1
10567,each:,1
10568,muffuletta-style,1
10569,criolla</strong>,1
10570,<em>amchur</em>,1
10571,tortilleria,1
10572,"href=""#slaw"">recipe",1
10573,pushes,1
10574,soudough,1
10575,"href=""#burntcaramelbase"">burnt",1
10576,pearsauce,1
10577,masa:</strong>,1
10578,organce,1
10579,unchunky,1
10580,skewers;,1
10581,"href=""http://meatmitchcom/"">meat",1
10582,brettanomyces,1
10583,<strong>stock:</strong>,1
10584,effort&mdash;not,1
10585,asparagus</strong>,1
10586,rapidly,1
10587,nuance,1
10588,ounce-bunch,1
10589,<strong>noodles</strong>,1
10590,dreams*,1
10591,huy,1
10592,"""lardons""",1
10593,curds</a>,1
10594,springing,1
10595,non-astringent,1
10596,regional,1
10597,coffee:</strong>,1
10598,freaked,1
10599,"href=""http://bravetartcom/recipes/cornsyrupgf"">homemade",1
10600,harissa-style,1
10601,optional—use,1
10602,peppter,1
10603,<strong>marmalade</strong>,1
10604,bench,1
10605,<em>shishito</em>,1
10606,anchovy-lemon,1
10607,needs;,1
10608,masla,1
10609,small-pearl,1
10610,"href=""http://wwwgoslingsrumcom/"">goslings</a>",1
10611,vintage,1
10612,mundu,1
10613,jon,1
10614,lime-treated,1
10615,<strong>finish:</strong>,1
10616,clothbound,1
10617,comments,1
10618,dispatched,1
10619,triscuit,1
10620,sauce:</em>,1
10621,peking,1
10622,idazábal,1
10623,cupe,1
10624,chocolate-stout,1
10625,bean-and-,1
10626,with</li>,1
10627,portion:</strong>,1
10628,negro</em>,1
10629,victory,1
10630,cucuzza,1
10631,mushroom-scallion,1
10632,[such,1
10633,close,1
10634,breadcrumbs</strong>,1
10635,hellmans,1
10636,knackwurst,1
10637,versawhip,1
10638,orange-tinted,1
10639,"href=""http://enwikipediaorg/wiki/yuzu"">yuzu",1
10640,scented,1
10641,longevity,1
10642,<strong>caesar,1
10643,centers:</strong>,1
10644,dent,1
10645,bois</strong>,1
10646,filling</em></strong>,1
10647,instance,1
10648,fancy-sounding,1
10649,<em>eomuk</em>,1
10650,juan,1
10651,hops&mdash;for,1
10652,lentilles,1
10653,carp,1
10654,witchs,1
10655,mudslide,1
10656,soba:</strong>,1
10657,chicken],1
10658,"href=""http://wwwheeringcom/"">heering",1
10659,waxy-type,1
10660,rules,1
10661,rooster,1
10662,"href=""#brioche"">recipe",1
10663,chaokoh,1
10664,highlands,1
10665,"target=""_blank"">gluten",1
10666,healthier,1
10667,morgans,1
10668,puttanesca,1
10669,snowman,1
10670,charleston’s,1
10671,<strong>bangers</strong>,1
10672,–tasting,1
10673,apertif,1
10674,syup,1
10675,biggish,1
10676,start</strong>,1
10677,chuck-eye,1
10678,décor</strong>,1
10679,vera</em>,1
10680,cookies:</small>,1
10681,grown,1
10682,depends,1
10683,hollow,1
10684,feedback,1
10685,bouillion,1
10686,cornmeal/polenta,1
10687,half-moon,1
10688,kix,1
10689,row,1
10690,vegetablessuch,1
10691,shepherd’s,1
10692,cobettes,1
10693,intended,1
10694,torpedo,1
10695,honey-butter,1
10696,medallions</a>,1
10697,ghirardeli,1
10698,"href=""http://wwwfoodnetworkcom/recipes/giada-de-laurentiis/chili-oil-recipe/indexhtml"">chili-flavored",1
10699,cream-colored,1
10700,oounces,1
10701,miso-soy,1
10702,maras,1
10703,sucanat,1
10704,knudsen’s,1
10705,<strong>pudding,1
10706,<p><strong>salad</strong><br,1
10707,lebanese,1
10708,malgieri,1
10709,rosso,1
10710,“yellow”,1
10711,emmanthal,1
10712,leg-thigh,1
10713,<strong>spices,1
10714,multiple,1
10715,zatarain’s,1
10716,"href=""#aioli"">recipe",1
10717,?rm,1
10718,chocolate<strong>,1
10719,also:</strong>,1
10720,whiting,1
10721,gvina,1
10722,malahat,1
10723,taquitos</strong>,1
10724,feta</strong>,1
10725,thorny,1
10726,olives:</strong>,1
10727,flours,1
10728,wintergreen</strong>,1
10729,coating:,1
10730,plop,1
10731,<strong>piquillo,1
10732,arroz,1
10733,shen,1
10734,sauteeing,1
10735,ginger-curry,1
10736,neatly,1
10737,sloppy,1
10738,slices;,1
10739,bendy,1
10740,<em>carne,1
10741,peeled;,1
10742,fontinella,1
10743,daikons,1
10744,<strong>double,1
10745,floppiest,1
10746,<strong>bbc,1
10747,tapenade</strong>:,1
10748,cocoa</strong>:,1
10749,sliced;,1
10750,"""put",1
10751,dorignac,1
10752,skin-off,1
10753,refreshing,1
10754,kickin’,1
10755,kampachi,1
10756,<strong>junior’s,1
10757,almond-pecan,1
10758,suprèmes,1
10759,cincalok,1
10760,madeleines</em>,1
10761,suggested;,1
10762,flakes</a>,1
10763,looking,1
10764,religious,1
10765,malleable,1
10766,sultana-sized,1
10767,brooklyn,1
10768,<em>htipiti</em>,1
10769,meringue</em>,1
10770,stichelton,1
10771,stamens,1
10772,shortie,1
10773,"""saigon""",1
10774,ketchup</a>,1
10775,outermost,1
10776,<em><strong>note:,1
10777,<em>niboshi</em>,1
10778,<strong>polenta</strong>,1
10779,ready-meals,1
10780,homogenous,1
10781,<strong>cornbread,1
10782,<strong>amarillo,1
10783,fries:</strong>,1
10784,goot,1
10785,cuisine,1
10786,skillet;,1
10787,makham,1
10788,cashew-bean,1
10789,kumamoto,1
10790,herbs:,1
10791,<strong>banana,1
10792,wassail,1
10793,crostini:</strong>,1
10794,"href=""#reconstitute"">reconstituted</a>",1
10795,long-life,1
10796,grounded,1
10797,"href=""#creoleseasoning"">recipe",1
10798,candy-covered,1
10799,gesture,1
10800,growing,1
10801,pips,1
10802,aid,1
10803,french-,1
10804,<strong>garnishes,1
10805,b&eacute;chamel,1
10806,"href=""http://enwikipediaorg/wiki/presunto"">presunto</a>",1
10807,keping,1
10808,came,1
10809,apple-caramel,1
10810,slices<br,1
10811,salmon</strong>:,1
10812,coloring</a>,1
10813,joes,1
10814,"target=""_blank"">shredded</a>",1
10815,mundet,1
10816,mackerel</strong>,1
10817,gourds,1
10818,tricerahops,1
10819,sirloin<br,1
10820,matsuhisa,1
10821,diablada,1
10822,craig,1
10823,almondschopped,1
10824,preferences,1
10825,maintaining,1
10826,cherry-size,1
10827,dogs</strong>:,1
10828,softened<br,1
10829,nutrient-enriched,1
10830,flatbread</strong>,1
10831,medium–large,1
10832,sencha,1
10833,"href=""http://enwikipediaorg/wiki/cheese_curd"">cheese",1
10834,</strong>this,1
10835,kadota,1
10836,jang,1
10837,pieces</small>,1
10838,<strong>fava,1
10839,ball-sized,1
10840,knish,1
10841,em,1
10842,air-dried,1
10843,red],1
10844,blue-tinted,1
10845,mathilde,1
10846,talespoons,1
10847,nests:</strong>,1
10848,cumberlands,1
10849,pork</strong>:,1
10850,kurobuta,1
10851,glug,1
10852,nisa,1
10853,teaspoon</strong>,1
10854,delord,1
10855,creaminess:,1
10856,beef-fat,1
10857,invert,1
10858,infuser,1
10859,roll-ups,1
10860,apricots</strong>:,1
10861,dish</strong>,1
10862,vin,1
10863,ripeness,1
10864,crackling,1
10865,sauce</li>,1
10866,eggplant;,1
10867,temple,1
10868,"href=""http://wwwcajuninjectorcom"">cajun",1
10869,corn-fed,1
10870,cape,1
10871,push,1
10872,department,1
10873,select,1
10874,indoors,1
10875,"href=""http://blueshogcom/"">blues",1
10876,closed,1
10877,dollar,1
10878,decide,1
10879,honey:</strong>,1
10880,peppermints,1
10881,lemon</a></strong>,1
10882,semi-hard,1
10883,<strong>plum,1
10884,wide-flake,1
10885,cookbook,1
10886,video,1
10887,vegetarian;,1
10888,sharwood’s,1
10889,stir-fried,1
10890,tealights,1
10891,breasts:</strong>,1
10892,viable,1
10893,crusted,1
10894,necar,1
10895,free-pouring,1
10896,mixture</strong>:,1
10897,tape,1
10898,mojo</a>,1
10899,greeks,1
10900,uncleaned,1
10901,<strong>cardamom,1
10902,steen’s,1
10903,egg`,1
10904,<em>hoja,1
10905,brassica,1
10906,skin;,1
10907,"href=""#momiji"">recipe",1
10908,on-the-vine,1
10909,alba,1
10910,goji,1
10911,dark-roast,1
10912,sazerac</strong>,1
10913,marbell,1
10914,greys&ndash;style,1
10915,pata,1
10916,exrtract,1
10917,spaghettini,1
10918,wid,1
10919,scrapes,1
10920,hazelnuts],1
10921,boil-in-bag,1
10922,gild,1
10923,<strong>yellow,1
10924,white/pale,1
10925,fleischmanns,1
10926,"class=""mt-image-right""",1
10927,ogleshield,1
10928,closely,1
10929,lilly,1
10930,fits,1
10931,mild-brined,1
10932,gulf,1
10933,epsom,1
10934,<em>lap,1
10935,*or,1
10936,apetina,1
10937,atomizer,1
10938,fine</em>,1
10939,ancho</em>,1
10940,vecchio,1
10941,rhubarb</strong>,1
10942,soda:</strong>,1
10943,galette,1
10944,oven-baked,1
10945,broth</li><li>green,1
10946,gung</strong>,1
10947,bottling,1
10948,nine-ounce,1
10949,sunshine,1
10950,snacks,1
10951,paté</strong>,1
10952,<strong>soft,1
10953,crayfish,1
10954,lancelot,1
10955,gris,1
10956,anne,1
10957,"href=""http://wwwseriouseatscom/tags/salsa"">salsa</a>",1
10958,corn</strong>,1
10959,carmine’s,1
10960,rep,1
10961,picante</em>,1
10962,bremners,1
10963,slicedn,1
10964,methods</a>,1
10965,mayan,1
10966,gigli,1
10967,convection,1
10968,cashew-chipotle,1
10969,guiness,1
10970,bolognese</a>,1
10971,you’ve,1
10972,ros&eacute;,1
10973,oid,1
10974,spicy;,1
10975,brand:,1
10976,marilyn,1
10977,sheeps-milk,1
10978,*the,1
10979,chopepd,1
10980,cubanelles,1
10981,chateaubriand,1
10982,single-serve,1
10983,peel</b>,1
10984,<strong>garnishes</strong>,1
10985,cure</strong>:,1
10986,“no,1
10987,spilt,1
10988,methley,1
10989,"""emperatriz",1
10990,quatered,1
10991,briess,1
10992,lemons</strong>,1
10993,tequilla,1
10994,habanera,1
10995,straight-to-wok,1
10996,l-inch-thick,1
10997,civility,1
10998,cauliflower],1
10999,closer,1
11000,bails,1
11001,curd</strong>:,1
11002,flint,1
11003,<em>yu,1
11004,blinis:</strong>,1
11005,sombra,1
11006,crown</strong>,1
11007,cactus,1
11008,loin</strong>:,1
11009,carared,1
11010,containers;,1
11011,rabbit-shaped,1
11012,simmering:,1
11013,<strong>birthday,1
11014,clusters,1
11015,opening,1
11016,encanto,1
11017,paprkia,1
11018,"href=""http://shopbentonscountryhamcom/productdetailsasp?productcode=hscb"">bentons</a>",1
11019,noyaux,1
11020,haagen-dazs,1
11021,sent,1
11022,deli-cut,1
11023,"title=""gluten",1
11024,meat:,1
11025,just-pourable,1
11026,cili,1
11027,"href=""#htipiti"">recipe",1
11028,<strong>nuts</strong>,1
11029,equitoriale,1
11030,saigon,1
11031,defonte’s,1
11032,ballast,1
11033,leopold,1
11034,junmai,1
11035,meat-free,1
11036,like;,1
11037,mustard<br,1
11038,sandwich</strong>:,1
11039,<strong>tamales</strong>,1
11040,</li><li>vinaigrette,1
11041,epoisses,1
11042,madecasse,1
11043,growers’,1
11044,hawaiian-style,1
11045,permutations--original,1
11046,"""regular""",1
11047,<strong>table,1
11048,shungiku,1
11049,waterwarm,1
11050,slurry:,1
11051,mafaldine,1
11052,onion:,1
11053,sale,1
11054,baharat,1
11055,corn</a>,1
11056,cup<br,1
11057,"""baking""",1
11058,carotino,1
11059,<strong>brioche,1
11060,jam</a>,1
11061,gingerroot,1
11062,buck’s,1
11063,valdeon,1
11064,note:</strong>,1
11065,individuals,1
11066,laxmi,1
11067,thins,1
11068,pastry:,1
11069,elote,1
11070,handling,1
11071,<strong>pudding:</strong>,1
11072,below</a></em>,1
11073,pudding</strong>:,1
11074,diamonds,1
11075,liking,1
11076,steemed,1
11077,simmer:,1
11078,marinade</a>,1
11079,minced</li>,1
11080,chilies:</strong>,1
11081,burgers:</em></strong>,1
11082,potatoes:</small>,1
11083,calamari:</strong>,1
11084,water;,1
11085,compote,1
11086,roast:</strong>,1
11087,right;,1
11088,urchin,1
11089,weekend,1
11090,<small><strong>about,1
11091,<strong>ragù,1
11092,babka,1
11093,parsnips</li>,1
11094,pakced,1
11095,sauced,1
11096,herb-horseradish,1
11097,able,1
11098,glugs,1
11099,orgeno,1
11100,hot</em>,1
11101,aliseo,1
11102,honeycrisps,1
11103,regular-cut,1
11104,two-row,1
11105,pourable,1
11106,tops:</strong>,1
11107,stir-fry</strong>,1
11108,sumo,1
11109,oronoco,1
11110,churros:</strong>,1
11111,<strong>additional,1
11112,lebni,1
11113,vieux,1
11114,sweeteners,1
11115,slaw</strong>,1
11116,poaste,1
11117,slotted,1
11118,<strong>skillet,1
11119,quinoa</a>,1
11120,valentina,1
11121,<em>pav</em>,1
11122,casserole</a>,1
11123,hung,1
11124,illustrations</a>,1
11125,<strong>chive,1
11126,potatoespeeled,1
11127,scapes*,1
11128,nudi,1
11129,<small>sometimes,1
11130,<small>adapted,1
11131,sashimi-quality,1
11132,allspice;,1
11133,caramunich,1
11134,chiocciole,1
11135,<strong>fresh,1
11136,morbier,1
11137,shortbread:,1
11138,templeton,1
11139,calyx,1
11140,tinga</a>,1
11141,<strong>ceviche</strong>,1
11142,dukkah</strong>,1
11143,peas:</strong>,1
11144,tear,1
11145,pecans</a>,1
11146,mg,1
11147,seafood:</strong>,1
11148,portobeiio,1
11149,tempura,1
11150,definitely,1
11151,criollas,1
11152,marshmallows;,1
11153,slather</strong>,1
11154,horseback:</strong>,1
11155,salt-free,1
11156,"kesum""",1
11157,<em>papas,1
11158,radicchio</strong>:,1
11159,roux</strong>,1
11160,rehydrate,1
11161,nonreactive,1
11162,vegan/lactose,1
11163,<strong>all-purpose,1
11164,breading</strong>,1
11165,mushroons,1
11166,tadka:,1
11167,sweet-smelling,1
11168,drags,1
11169,descaled,1
11170,idiazábal,1
11171,"href=""#doriegreenspansweettartcrust"">see",1
11172,tomatoeshalved,1
11173,finest,1
11174,nibbed,1
11175,oxley,1
11176,softene,1
11177,fujis,1
11178,pouret</a>,1
11179,</strong>butter,1
11180,potaotes,1
11181,shards</strong>:,1
11182,homemade-style,1
11183,leaf;,1
11184,cobbler</strong>:,1
11185,anchos,1
11186,dice</li>,1
11187,"href=""http://wwwalpenzcom/images/poftfolio/orchardapricotfactshtm"">rothman",1
11188,sanitizer</a>,1
11189,apples</strong>:,1
11190,tempura:</strong>,1
11191,chutney</strong>:,1
11192,atomized,1
11193,braciole</strong>:,1
11194,fresca:</strong>,1
11195,gooseberries,1
11196,optional:</strong>>,1
11197,pounds<a,1
11198,swordfish:</strong>,1
11199,virginia-style,1
11200,michters,1
11201,aviation,1
11202,"class=""skinnylist"">",1
11203,il,1
11204,fritters</strong>,1
11205,oil*,1
11206,"href=""#duckconfit"">recipe",1
11207,fortified,1
11208,mancino,1
11209,imposter,1
11210,secret,1
11211,"""sashimi-quality""",1
11212,oil],1
11213,oven—if,1
11214,radishes</a>,1
11215,shallots</em>,1
11216,extra-dark,1
11217,<strong>sandwich:</strong>,1
11218,marzanos,1
11219,unsatled,1
11220,mograbiah,1
11221,yamaimo,1
11222,boy,1
11223,<strong>lemony,1
11224,<strong>mash</strong>,1
11225,hollowed,1
11226,<strong>san,1
11227,chase,1
11228,mayonnase,1
11229,understand,1
11230,quarter-moons,1
11231,"target=""_blank"">whole",1
11232,double-thick,1
11233,brunoise,1
11234,picón:</strong>,1
11235,pâtissière,1
11236,worms,1
11237,shrimp</strong>:,1
11238,swiss-style,1
11239,idiazábel,1
11240,mushroomshalved,1
11241,armando,1
11242,cal,1
11243,fried-shallot,1
11244,supply,1
11245,<strong>biscuits</strong>,1
11246,pozole,1
11247,"href=""#tapenade"">recipe",1
11248,<strong>florentine,1
11249,ferns,1
11250,[if,1
11251,a-inch,1
